frame,id,topLeftX,topLeftY,bottomRightX,bottomRightY
63,1,180.74,127.41,224.73,172.99
64,1,177.55,127.41,221.31,174.13
65,1,174.36,132.42,218.35,175.5
66,1,170.26,132.42,214.93,177.32
67,1,165.93,131.97,212.19,178.69
68,1,161.82,133.11,209.46,180.06
69,1,157.95,134.24,205.36,182.79
70,1,153.16,135.61,201.25,184.39
71,1,150.43,136.75,196.24,185.76
72,1,145.41,139.26,194.42,188.26
73,1,141.31,141.54,190.54,191.91
74,1,137.21,142.91,186.89,192.14
75,1,133.79,143.82,183.48,195.33
76,1,129.23,144.96,179.37,196.01
77,1,125.58,145.19,175.95,197.38
78,1,123.53,144.5,174.36,197.38
79,1,122.39,142.22,173.45,196.24
80,1,122.17,140.17,174.59,194.19
81,1,122.85,137.21,175.5,191.91
82,1,123.99,133.11,176.87,188.26
83,1,125.81,129.0,178.69,185.3
84,1,127.41,125.58,180.74,180.28
85,1,130.6,120.57,183.93,176.87
86,1,133.56,118.06,188.26,173.9
87,1,135.84,115.78,189.86,171.4
88,1,136.52,113.73,191.0,169.57
89,1,138.12,112.82,193.5,168.89
90,1,139.72,111.91,194.87,168.66
91,1,140.85,110.54,195.78,167.29
92,1,142.22,109.17,198.06,166.84
93,1,143.82,108.03,199.66,166.84
94,1,144.05,107.12,200.8,166.15
95,1,143.82,106.21,200.8,166.61
96,1,144.05,105.53,200.57,165.47
97,1,143.82,105.76,200.8,165.7
98,1,142.91,108.03,201.03,168.43
99,1,142.91,109.86,201.25,170.03
100,1,142.45,111.23,201.03,172.99
101,1,141.08,111.91,200.34,174.59
102,1,140.17,113.5,200.34,176.18
103,1,138.58,114.19,199.2,178.23
104,1,137.44,113.73,198.06,178.46
105,1,136.75,113.28,197.61,177.55
106,1,135.61,113.5,196.92,177.09
107,1,135.38,112.82,197.83,176.87
108,1,134.93,111.91,198.06,175.95
109,1,134.02,111.45,197.83,176.18
110,1,133.56,109.63,197.38,175.95
111,1,132.42,107.81,197.38,175.27
112,1,132.42,107.12,196.47,174.36
113,1,132.19,105.98,196.47,174.13
114,1,132.65,105.07,197.83,173.45
115,1,134.25,103.93,199.66,172.99
116,1,136.07,102.79,202.62,171.85
117,1,137.89,102.11,204.67,170.71
118,1,140.85,100.97,206.72,168.89
119,1,142.91,99.601,209.69,168.43
120,1,145.87,98.234,212.19,167.98
121,1,147.24,97.322,214.47,166.84
122,1,148.38,96.638,215.84,165.93
123,1,149.52,95.726,218.12,165.47
124,1,150.66,95.726,220.17,165.47
125,1,151.57,96.182,220.17,167.75
126,1,151.79,97.55,220.63,169.12
127,1,152.02,99.829,220.63,172.08
128,1,150.2,102.11,219.71,175.27
129,1,148.38,103.02,219.26,175.27
130,1,148.15,104.39,219.26,176.87
131,1,147.24,105.07,217.89,178.01
132,1,145.41,105.98,216.75,179.6
133,1,144.27,105.98,216.52,180.28
134,1,143.82,105.76,215.16,181.2
135,1,142.45,105.98,214.02,180.97
136,1,141.54,106.67,213.56,181.42
137,1,140.4,107.12,211.97,182.34
138,1,138.35,107.81,210.83,183.93
139,1,137.44,108.03,209.69,184.39
140,1,135.38,108.72,208.78,185.3
141,1,134.25,107.35,208.55,185.75
142,1,133.33,103.48,206.72,179.6
143,1,132.19,99.145,203.76,174.13
144,1,127.86,92.308,199.43,167.52
145,1,125.13,87.749,195.56,159.54
146,1,121.94,83.875,192.14,156.13
147,1,118.52,79.316,187.58,150.88
148,1,115.78,74.986,182.79,145.41
149,1,112.59,71.795,178.69,141.54
150,1,109.4,69.744,175.5,137.66
151,1,107.81,67.692,172.99,133.79
152,1,105.98,66.553,169.8,132.65
153,1,102.79,65.413,166.61,131.97
154,1,101.2,65.869,163.42,131.97
155,1,99.601,68.148,160.91,131.28
156,1,97.778,68.148,159.77,131.97
157,1,95.499,69.972,156.58,132.42
158,1,94.587,71.339,154.76,134.47
159,1,92.764,73.162,152.02,135.16
160,1,91.852,75.442,149.97,136.75
161,1,90.94,77.037,148.38,136.98
162,1,91.396,77.949,147.92,138.12
163,1,90.94,80.456,147.69,138.8
164,1,90.94,82.279,146.78,139.03
165,1,90.712,82.735,146.32,140.63
166,1,90.712,85.47,145.87,141.54
167,1,90.484,86.61,144.96,142.45
168,1,90.028,87.521,144.27,144.05
169,1,88.889,87.521,143.36,143.36
170,1,89.117,88.889,142.45,143.82
171,1,89.345,89.573,141.99,144.5
172,1,88.661,90.712,141.31,143.82
173,1,89.117,91.168,140.17,143.36
174,1,88.205,91.852,138.8,142.68
175,1,87.293,91.396,136.98,142.68
176,1,86.382,91.852,136.52,143.36
177,1,85.47,92.536,134.25,143.82
178,1,82.735,94.131,131.28,144.27
179,1,81.823,94.131,129.46,144.27
180,1,78.86,94.131,127.18,144.96
181,1,77.265,93.675,124.22,142.91
182,1,75.214,93.219,122.62,141.54
183,1,79.088,91.624,128.78,140.4
184,1,87.521,92.536,138.8,142.68
185,1,99.373,95.271,153.39,143.59
186,1,115.56,99.145,172.31,149.06
187,1,133.11,104.16,189.63,156.35
188,1,147.24,105.3,200.57,156.58
189,1,179.37,127.18,231.79,181.2
190,1,179.6,126.27,233.39,181.88
191,1,180.74,127.41,233.62,181.42
192,1,177.78,127.41,230.66,181.42
193,1,177.32,128.09,230.88,181.42
194,1,179.6,127.86,232.25,182.56
195,1,178.92,128.09,232.48,182.79
196,1,180.28,129.69,232.71,183.02
197,1,182.79,129.69,234.99,183.25
198,1,184.39,129.91,235.44,184.39
199,1,185.07,130.14,238.4,185.3
200,1,188.26,131.97,240.91,184.84
201,1,190.54,132.65,242.05,185.53
202,1,191.91,132.88,243.65,185.3
203,1,192.82,132.65,244.56,185.53
204,1,193.96,132.65,245.01,184.16
205,1,194.87,132.65,245.24,184.39
206,1,194.64,130.83,245.47,182.56
207,1,194.87,131.05,244.79,181.2
208,1,194.64,130.14,244.56,182.11
209,1,195.33,129.91,244.33,181.65
210,1,196.01,129.0,244.79,179.37
211,1,197.38,128.32,246.15,179.37
212,1,199.43,128.09,247.29,178.01
213,1,199.43,127.18,248.43,177.32
214,1,201.03,126.04,249.12,175.73
215,1,203.53,126.27,249.34,173.9
216,1,203.99,124.9,250.48,173.22
217,1,205.81,125.36,252.54,171.85
218,1,203.53,127.41,251.62,171.17
219,1,196.47,127.18,244.33,171.17
220,1,189.86,126.72,238.4,171.4
221,1,183.7,127.41,231.34,170.48
222,1,178.92,126.04,225.64,170.03
223,1,172.99,127.18,220.85,169.8
224,1,170.94,126.04,216.3,170.48
225,1,168.43,124.9,213.11,170.03
226,1,164.56,125.58,209.23,170.03
227,1,161.82,125.81,206.95,170.03
228,1,160.23,126.5,205.13,170.71
229,1,158.63,127.41,203.99,170.48
230,1,158.4,125.81,203.3,170.71
231,1,158.18,125.81,203.76,171.17
232,1,157.95,125.58,203.53,172.08
233,1,157.95,125.13,203.3,171.4
234,1,158.86,125.81,204.44,171.85
235,1,159.09,125.81,204.44,171.85
236,1,159.09,126.04,204.22,172.08
237,1,159.77,125.13,205.36,172.31
238,1,160.23,125.81,205.36,172.76
239,1,161.14,125.81,206.27,172.76
240,1,161.14,126.04,206.72,172.76
241,1,162.05,126.04,207.41,172.99
242,1,162.28,126.5,208.09,174.13
243,1,160.68,127.41,206.5,173.68
244,1,157.49,128.09,202.39,174.59
245,1,154.53,128.32,198.29,175.27
246,1,149.29,129.46,194.87,175.73
247,1,144.27,131.97,191.91,178.46
248,1,141.31,133.33,188.26,181.42
249,1,137.21,134.7,184.16,182.56
250,1,132.42,136.75,179.37,184.84
251,1,128.32,137.89,176.64,187.58
252,1,124.44,140.63,174.13,190.77
253,1,122.17,141.99,170.71,192.36
254,1,118.97,143.13,167.75,194.19
255,1,118.06,144.96,167.52,195.56
256,1,116.01,145.64,166.61,198.06
257,1,116.24,146.78,166.38,198.29
258,1,117.15,145.87,167.98,198.97
259,1,119.66,145.19,172.08,198.29
260,1,123.3,143.13,176.18,195.78
261,1,127.86,140.4,182.11,193.96
262,1,133.56,137.89,186.67,192.14
263,1,135.84,135.61,188.26,189.17
264,1,137.89,134.02,192.36,188.03
265,1,143.13,131.97,196.7,185.76
266,1,145.41,129.69,198.29,184.16
267,1,147.01,128.55,201.48,183.48
268,1,150.88,125.36,206.27,181.65
269,1,152.25,122.62,206.72,178.92
270,1,153.39,119.66,208.55,176.64
271,1,152.48,116.01,208.78,173.45
272,1,151.57,113.73,207.41,170.71
273,1,150.66,111.91,206.5,169.12
274,1,148.83,109.63,204.44,168.43
275,1,146.55,107.58,202.39,165.7
276,1,144.05,105.07,200.34,163.87
277,1,140.85,104.39,198.29,162.28
278,1,138.12,103.02,196.01,161.6
279,1,134.93,101.65,192.82,161.37
280,1,132.65,100.28,190.77,161.37
281,1,130.6,99.829,188.26,160.68
282,1,127.64,99.829,185.3,159.77
283,1,125.13,99.601,183.25,160.0
284,1,123.08,98.917,182.56,160.68
285,1,121.25,98.234,181.2,160.68
286,1,120.8,97.094,181.88,159.09
287,1,121.48,95.271,182.11,159.09
288,1,122.17,93.903,182.79,157.95
289,1,121.25,93.219,184.62,156.13
290,1,123.08,91.396,184.62,154.76
291,1,123.76,90.029,185.3,153.85
292,1,124.67,88.661,186.21,152.48
293,1,125.81,87.749,188.03,151.57
294,1,127.64,86.838,192.14,150.43
295,1,130.83,86.154,193.28,149.52
296,1,131.74,84.33,194.64,148.6
297,1,134.02,83.191,196.7,148.83
298,1,136.07,82.279,199.66,148.15
299,1,136.98,81.595,199.66,146.78
300,1,136.75,80.912,200.57,145.87
301,1,136.52,80.0,200.34,145.87
302,1,136.07,80.0,199.66,145.64
303,1,134.47,80.0,198.06,146.1
304,1,133.11,79.544,196.7,145.64
305,1,130.6,79.088,193.28,145.87
306,1,128.09,80.0,190.54,146.32
307,1,125.58,80.912,188.95,147.24
308,1,122.39,82.051,186.67,147.46
309,1,120.34,82.735,184.62,149.29
310,1,117.15,83.875,182.56,149.29
311,1,115.78,83.875,180.74,150.43
312,1,115.56,83.875,180.51,150.88
313,1,116.01,83.875,180.51,150.66
314,1,115.56,83.875,180.51,150.88
315,1,116.24,84.102,181.42,151.79
316,1,115.78,84.33,181.42,152.02
317,1,116.24,85.242,180.97,152.71
318,1,115.56,85.926,180.28,153.62
319,1,114.64,86.61,180.51,154.3
320,1,113.96,87.066,179.6,154.3
321,1,113.5,86.838,179.37,154.99
322,1,113.28,87.066,179.15,154.76
323,1,113.5,87.066,178.69,154.53
324,1,112.59,86.382,178.23,154.53
325,1,111.0,86.61,176.87,154.76
326,1,110.31,85.698,176.18,154.07
327,1,108.95,85.242,174.81,153.39
328,1,108.49,84.33,173.68,152.25
329,1,106.67,83.191,172.08,150.88
330,1,104.62,82.735,169.34,149.97
331,1,101.88,82.279,166.61,148.83
332,1,97.778,81.595,163.42,149.06
333,1,93.447,81.367,158.63,148.38
334,1,89.801,81.595,153.62,148.6
335,1,95.955,80.228,162.74,147.01
336,1,107.35,80.912,176.18,146.78
337,1,119.66,80.912,186.44,147.01
338,1,127.86,81.14,192.82,146.78
339,1,130.6,82.051,194.64,147.46
340,1,133.33,82.735,196.7,147.24
341,1,129.0,82.735,193.73,148.6
342,1,118.29,83.875,185.53,149.97
343,1,110.31,85.698,177.78,149.74
344,1,100.97,87.066,168.43,151.57
345,1,93.903,89.801,157.26,153.16
346,1,81.823,91.396,147.69,155.21
347,1,79.316,94.131,141.08,158.18
348,1,74.986,96.638,136.3,160.23
349,1,72.251,98.461,132.42,161.6
350,1,71.795,102.11,131.74,165.01
351,1,71.567,105.53,131.74,168.21
352,1,72.934,108.49,132.88,170.26
353,1,75.897,110.54,135.84,170.94
354,1,79.088,112.14,138.58,172.08
355,1,82.735,113.73,142.22,172.99
356,1,86.838,113.73,144.5,173.68
357,1,91.168,113.28,148.83,171.4
358,1,95.955,112.59,152.25,170.26
359,1,99.373,113.96,155.9,170.26
360,1,102.56,113.05,158.63,170.48
361,1,105.75,113.05,161.14,170.71
362,1,109.86,113.73,164.33,171.17
363,1,112.14,114.87,167.07,171.17
364,1,114.64,114.87,168.89,170.26
365,1,117.15,115.1,170.94,169.8
366,1,119.89,115.1,173.45,169.34
367,1,122.39,115.33,174.82,169.34
368,1,123.99,114.64,176.87,169.57
369,1,125.81,116.24,178.23,169.8
370,1,128.09,115.78,178.46,169.34
371,1,129.0,117.15,180.74,170.03
372,1,130.37,118.75,180.51,170.26
373,1,131.97,118.75,181.42,169.57
374,1,132.19,119.2,181.65,170.03
375,1,132.88,119.2,182.56,169.8
376,1,134.25,119.2,183.02,169.8
377,1,135.61,119.2,183.48,169.34
378,1,136.98,119.2,185.76,168.43
379,1,139.26,117.83,186.89,167.07
380,1,141.77,118.06,188.49,166.38
381,1,143.59,117.83,190.54,165.7
382,1,145.19,117.83,192.14,165.47
383,1,147.46,117.38,193.73,164.33
384,1,151.11,116.7,197.38,163.19
385,1,153.85,115.78,200.11,162.51
386,1,155.9,114.42,201.71,161.37
387,1,159.54,113.28,206.27,158.63
388,1,164.33,112.14,208.78,157.95
389,1,169.12,111.45,212.88,156.13
390,1,173.45,111.0,217.21,155.67
391,1,178.23,109.86,221.54,153.85
392,1,180.97,108.72,224.27,152.71
393,1,185.07,107.81,228.38,151.11
394,1,188.95,105.98,232.48,149.97
395,1,191.91,104.62,234.53,148.15
396,1,195.56,104.16,238.18,146.78
397,1,199.66,102.34,242.28,144.05
398,1,202.17,101.42,243.87,143.13
399,1,204.9,100.28,245.7,141.99
400,1,208.09,99.829,248.21,140.17
401,1,210.83,98.006,251.62,139.03
402,1,214.93,96.182,254.81,137.66
403,1,217.44,95.043,256.87,135.84
404,1,219.26,93.447,259.15,134.7
405,1,214.93,94.359,257.09,135.16
406,1,208.55,97.322,250.71,136.98
407,1,204.44,97.55,246.38,139.72
408,1,198.06,100.06,240.23,140.85
409,1,192.59,101.2,235.21,142.68
410,1,188.95,102.11,231.34,144.05
411,1,184.39,103.48,227.92,146.1
412,1,180.06,104.84,224.5,147.69
413,1,177.55,106.21,220.4,148.6
414,1,173.22,107.12,216.52,150.88
415,1,170.03,108.49,213.79,154.07
416,1,168.43,109.17,212.19,155.21
417,1,168.21,110.77,212.19,156.81
418,1,168.21,112.14,212.42,159.32
419,1,165.01,115.56,210.83,161.6
420,1,162.74,116.92,208.32,163.87
421,1,160.91,119.89,206.95,166.84
